"country","subregion","region","status","species","species_functional_group","marine_inland","scale","catch_avg_annuaL_tonnes","usd_per_kg","lmat","ca_rda","fe_rda","se_rda","zn_rda","vita_rda","om_rda","nutrient_density","cost_caloric_adequacy","usd_per_100g","cost_100g_relative_to_cheapest_daily_diet"
"Senegal","Western Africa","Africa","Lower middle income","Hemiramphus brasiliensis","Reef-associated fishes","Marine","Small-scale",233.658,0.543237697152758,20.7,5.31478328352637,3.53071221991667,91.8529788740142,22.7017260635004,3.46570943126063,13.4208242068162,140.286734079034,0.49,0.0543237697152758,11.0864836153624
"Brazil","South America","Americas","Upper middle income","Hemisorubim platyrhynchos","Freshwater catfishes","Inland","Small-scale",0.901925,3.05605227675,38,8.18131810236589,5.89774281987328,100,17.4122839090009,6.42687779388512,32.6744127968301,170.592635421955,0.68,0.305605227675,44.9419452463235
"Congo DR","Middle Africa","Africa","Low income","Hepsetus odoe","Miscellaneous freshwater fishes","Inland","Small-scale",188.39,3.19304348,9.4,25.2666761756813,5.51720267774323,100,31.3600522632265,2.69020969749465,24.3959175311616,189.230058345307,0.36,0.319304348,88.6956522222222
"Gambia","Western Africa","Africa","Low income","Hepsetus odoe","Miscellaneous freshwater fishes","Inland","Small-scale",60.0666666666667,1.61405543333333,9.4,25.2666761756813,5.51720267774323,100,31.3600522632265,2.69020969749465,24.3959175311616,189.230058345307,0.63,0.161405543333333,25.6199275132275
"Senegal","Western Africa","Africa","Lower middle income","Hepsetus odoe","Miscellaneous freshwater fishes","Inland","Small-scale",7.798,1.78535979831906,9.4,25.2666761756813,5.51720267774323,100,31.3600522632265,2.69020969749465,24.3959175311616,189.230058345307,0.49,0.178535979831906,36.4359142514093
"Zambia","Eastern Africa","Africa","Lower middle income","Hepsetus odoe","Miscellaneous freshwater fishes","Inland","Small-scale",23.5,2.40985783333333,9.4,25.2666761756813,5.51720267774323,100,31.3600522632265,2.69020969749465,24.3959175311616,189.230058345307,0.24,0.240985783333333,100.410743055555
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",14154.4,3.0156418725,37.0454545454545,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265,0.63,0.30156418725,47.8673313095238
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",32.07,1.69795620450192,42.4545454545455,7.06769052491327,2.9301533066684,100,22.5937554721661,4.142994707303,16.0407149782157,152.775308989266,0.49,0.169795620450192,34.6521674388147
"Zambia","Eastern Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",439.5,2.0258,42.4545454545455,7.06769052491327,2.9301533066684,100,22.5937554721661,4.142994707303,16.0407149782157,152.775308989266,0.24,0.20258,84.4083333333333
"Guinea","Western Africa","Africa","Low income","Heterobranchus longifilis","Freshwater catfishes","Inland","Small-scale",733.5394161,0.6994047619,59.7,7.06769052491327,2.9301533066684,100,22.5937554721661,4.142994707303,16.0407149782157,152.775308989266,1.11,0.06994047619,6.3009438009009
"Senegal","Western Africa","Africa","Lower middle income","Heterobranchus longifilis","Freshwater catfishes","Inland","Small-scale",9.46,2.28030339095745,59.7,7.06769052491327,2.9301533066684,100,22.5937554721661,4.142994707303,16.0407149782157,152.775308989266,0.49,0.228030339095745,46.5368038970908
"Congo DR","Middle Africa","Africa","Low income","Heterotis niloticus","Miscellaneous freshwater fishes","Inland","Small-scale",188.39,3.19304348,56.7,9.30410880708397,5.55236464460036,100,33.4099229828061,2.6705229901463,28.2469296232773,179.183849047914,0.36,0.319304348,88.6956522222222
"Gambia","Western Africa","Africa","Low income","Heterotis niloticus","Miscellaneous freshwater fishes","Inland","Small-scale",31.2666666666667,1.56102483333333,56.7,9.30410880708397,5.55236464460036,100,33.4099229828061,2.6705229901463,28.2469296232773,179.183849047914,0.63,0.156102483333333,24.778171957672
"Guinea","Western Africa","Africa","Low income","Heterotis niloticus","Miscellaneous freshwater fishes","Inland","Small-scale",77.21467538,1.398809524,56.7,9.30410880708397,5.55236464460036,100,33.4099229828061,2.6705229901463,28.2469296232773,179.183849047914,1.11,0.1398809524,12.6018876036036
"Senegal","Western Africa","Africa","Lower middle income","Heterotis niloticus","Miscellaneous freshwater fishes","Inland","Small-scale",245.95,1.36297256502674,56.7,9.30410880708397,5.55236464460036,100,33.4099229828061,2.6705229901463,28.2469296232773,179.183849047914,0.49,0.136297256502674,27.8157666331987
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",1958.2,3.83510710625,35.6210526315789,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265,0.63,0.383510710625,60.8747159722222
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",1235,2.7020538115,37.2583333333333,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265,0.63,0.27020538115,42.8897430396825
"Brazil","South America","Americas","Upper middle income","Hirundichthys affinis","Miscellaneous pelagic fishes","Marine","Small-scale",86.7366,1.76171804081775,18,29.8538673111228,11.4088542210985,100,19.813991119399,1.24379782020525,39.4786831115908,201.799193583416,0.68,0.176171804081775,25.9076182473199
"Saint Lucia","Caribbean","Americas","Upper middle income","Hirundichthys affinis","Miscellaneous pelagic fishes","Marine","Small-scale",38.9388646125998,2.68789918720439,18,29.8538673111228,11.4088542210985,100,19.813991119399,1.24379782020525,39.4786831115908,201.799193583416,0.93,0.268789918720439,28.9021417978967
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",0.187,0.7644170144,16.5092592592593,8.33352176600074,2.24833499784845,100,29.4999776024965,11.5627041652364,16.8144308109119,168.458969342494,0.57,0.07644170144,13.4108248140351
"Egypt","Northern Africa","Africa","Lower middle income","Holocentrus adscensionis","Reef-associated fishes","Marine","Small-scale",208.8,3.48528368761286,34.6,2.85106444567722,2.95229471134332,87.2003684660431,17.9744774129308,4.42109710588294,17.6367224122154,133.036024554093,0.98,0.348528368761286,35.5641192613557
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Holocentrus adscensionis","Reef-associated fishes","Marine","Small-scale",0.218,3.65394238723888,34.6,2.85106444567722,2.95229471134332,87.2003684660431,17.9744774129308,4.42109710588294,17.6367224122154,133.036024554093,0.94,0.365394238723888,38.8717275238179
"Peru","South America","Americas","Upper middle income","Hoplias malabaricus","Miscellaneous freshwater fishes","Inland","Small-scale",1460.152,1.506732574,28.5,11.3127917909925,3.85365180022641,100,27.5236227771595,12.9425733761673,23.661393198797,179.294032943343,1.23,0.1506732574,12.2498583252032
"Mexico","North America","Americas","Upper middle income","Hoplopagrus guentherii","Reef-associated fishes","Marine","Small-scale",147.8963792575,1.80507921661658,49.7,2.68096067855703,1.4613827960645,100,18.49949953256,11.6804676156282,11.9706266017704,146.29293722458,0.57,0.180507921661658,31.6680564318698
"Tanzania","Eastern Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",2457.34,7.39431033333333,25.12,8.01410957736729,4.98587475246127,100,23.3403682606375,6.85898048553001,32.017038445105,175.216371521101,0.48,0.739431033333333,154.048131944444
"Congo DR","Middle Africa","Africa","Low income","Hydrocynus forskahlii","Miscellaneous freshwater fishes","Inland","Small-scale",21248,3.19304348,42.7,9.98497142190095,5.90240908429838,100,28.5188130074674,6.39643331847565,26.1382341777195,176.940861009862,0.36,0.319304348,88.6956522222222
"Egypt","Northern Africa","Africa","Lower middle income","Hydrocynus forskahlii","Miscellaneous freshwater fishes","Inland","Small-scale",1222,0.9358596388,42.7,9.98497142190095,5.90240908429838,100,28.5188130074674,6.39643331847565,26.1382341777195,176.940861009862,0.98,0.09358596388,9.54958815102041
"Gambia","Western Africa","Africa","Low income","Hydrocynus forskahlii","Miscellaneous freshwater fishes","Inland","Small-scale",7.575,16.06688665,42.7,9.98497142190095,5.90240908429838,100,28.5188130074674,6.39643331847565,26.1382341777195,176.940861009862,0.63,1.606688665,255.029946825397
"Senegal","Western Africa","Africa","Lower middle income","Hydrocynus forskahlii","Miscellaneous freshwater fishes","Inland","Small-scale",156.98,2.26844459670245,42.7,9.98497142190095,5.90240908429838,100,28.5188130074674,6.39643331847565,26.1382341777195,176.940861009862,0.49,0.226844459670245,46.2947876878052
"Gambia","Western Africa","Africa","Low income","Hydrocynus forskahlii","Miscellaneous freshwater fishes","Marine","Small-scale",91.4,16.6155419,42.7,9.98497142190095,5.90240908429838,100,28.5188130074674,6.39643331847565,26.1382341777195,176.940861009862,0.63,1.66155419,263.73876031746
"Congo DR","Middle Africa","Africa","Low income","Hydrocynus goliath","Miscellaneous freshwater fishes","Inland","Small-scale",10718.195,3.19304348,68.9,5.44292214254811,4.60775686073103,100,21.7090491642885,8.92251706871536,36.6686416602427,177.350886896526,0.36,0.319304348,88.6956522222222
"Congo DR","Middle Africa","Africa","Low income","Hydrocynus vittatus","Miscellaneous freshwater fishes","Inland","Small-scale",188.39,3.19304348,34,8.61443516765282,4.44745831235439,100,19.7932426101567,5.25799106939902,33.2442394973529,171.357366656916,0.36,0.319304348,88.6956522222222
"Nigeria","Western Africa","Africa","Lower middle income","Hydrocynus vittatus","Miscellaneous freshwater fishes","Inland","Small-scale",16718.4,2.77766894,34,8.61443516765282,4.44745831235439,100,19.7932426101567,5.25799106939902,33.2442394973529,171.357366656916,0.63,0.277766894,44.0899831746032
"Zambia","Eastern Africa","Africa","Lower middle income","Hydrocynus vittatus","Miscellaneous freshwater fishes","Inland","Small-scale",406.98,2.42161317963703,34,8.61443516765282,4.44745831235439,100,19.7932426101567,5.25799106939902,33.2442394973529,171.357366656916,0.24,0.242161317963703,100.900549151543
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Sharks, rays, chimaeras","Inland","Small-scale",372.524,1.26154241326548,51,2.57943997249673,1.59494397722919,89.9306546121537,9.99675595537658,1.47764754013247,25.3370496446685,130.916491702057,0.49,0.126154241326548,25.7457635360302
"Mexico","North America","Americas","Upper middle income","Hypanus americanus","Sharks, rays, chimaeras","Marine","Small-scale",1.97166666666667,1.11897124446667,98.8,0.812153416216574,2.39705052616111,62.063526315357,14.036735079618,4.46623267624148,22.2215324850483,105.997230498642,0.57,0.111897124446667,19.6310744643275
"Mexico","North America","Americas","Upper middle income","Hypanus dipterurus","Sharks, rays, chimaeras","Marine","Small-scale",1438.27054775,0.82506593905,84.3,2.83441176213274,2.80788616657508,100,11.4256411490379,1.70840659542644,24.9955815482719,143.771927221444,0.57,0.082506593905,14.4748410359649
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Hypanus say","Sharks, rays, chimaeras","Marine","Small-scale",0.0824,5.04751538520793,53.5,4.2579771326923,3.84592220084707,100,15.3162464904184,2.37315553318424,52.9630631043661,178.756364461508,0.94,0.504751538520793,53.6969721830631
"Gambia","Western Africa","Africa","Low income","Hyperopisus bebe","Miscellaneous freshwater fishes","Inland","Small-scale",30.425,1.683247,29.5,19.2775581270836,3.45527389262117,100,27.364724906912,4.34254870055745,50.6959132077294,205.136018834904,0.63,0.1683247,26.7182063492063
"Guinea","Western Africa","Africa","Low income","Hyperopisus bebe","Miscellaneous freshwater fishes","Inland","Small-scale",1072.1579404475,1.0657396493216,29.5,19.2775581270836,3.45527389262117,100,27.364724906912,4.34254870055745,50.6959132077294,205.136018834904,1.11,0.10657396493216,9.60125810199638
"Senegal","Western Africa","Africa","Lower middle income","Hyperopisus bebe","Miscellaneous freshwater fishes","Inland","Small-scale",6.482,1.49280946251442,29.5,19.2775581270836,3.45527389262117,100,27.364724906912,4.34254870055745,50.6959132077294,205.136018834904,0.49,0.149280946251442,30.4654992349881
"Nigeria","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",23312.8,3.479319469,49.20625,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265,0.63,0.3479319469,55.2272931587302
"Kenya","Eastern Africa","Africa","Lower middle income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",97.7608967022977,0.571301010482509,28.9414414414414,6.27806914191437,7.31662012809764,100,11.5246509908059,2.61030671844551,76.5295845403361,204.2592315196,0.57,0.0571301010482509,10.0228247453072
"Egypt","Northern Africa","Africa","Lower middle income","Hypophthalmichthys molitrix","Carps, barbels and other cyprinids","Inland","Small-scale",347.3,1.6745506724,62.9,9.10259183391444,12.03322846776,100,14.5419709422861,2.06606641205266,54.5928024896116,192.336660145625,0.98,0.16745506724,17.0872517591837
"Mexico","North America","Americas","Upper middle income","Hypophthalmichthys molitrix","Carps, barbels and other cyprinids","Inland","Small-scale",323.9393075225,0.606518373333701,62.9,9.10259183391444,12.03322846776,100,14.5419709422861,2.06606641205266,54.5928024896116,192.336660145625,0.57,0.0606518373333701,10.6406732163807
"Mexico","North America","Americas","Upper middle income","Hypophthalmichthys molitrix","Carps, barbels and other cyprinids","Marine","Small-scale",67.1458,0.462827832125,62.9,9.10259183391444,12.03322846776,100,14.5419709422861,2.06606641205266,54.5928024896116,192.336660145625,0.57,0.0462827832125,8.11978652850877
"Peru","South America","Americas","Upper middle income","Hypophthalmus edentatus","Freshwater catfishes","Inland","Small-scale",560.7745,1.9220305116,32.6,10.2915690848857,6.58476444771545,100,35.5371496590785,6.78812507467522,20.5139131098873,179.715521376242,1.23,0.19220305116,15.6262643219512
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous pelagic fishes","Marine","Small-scale",2.56625,1.017354403275,21.7277777777778,27.6594972173202,3.348369398819,86.0820604589358,36.3971219792632,34.4315141037277,40.3569249811112,228.275488139177,0.57,0.1017354403275,17.8483228644737
"Brazil","South America","Americas","Upper middle income","Hyporhamphus unifasciatus","Reef-associated fishes","Marine","Small-scale",0.126325,2.57654470025,19.9,22.3423160319154,5.81776704775691,54.3881031210574,49.1868523332908,12.1383873979525,28.8778923434248,172.751318275398,0.68,0.257654470025,37.8903632389706
"Mexico","North America","Americas","Upper middle income","Hyporthodus acanthistius","Miscellaneous coastal fishes","Marine","Small-scale",878.436726225,2.80507520125,53.5,5.04860151797957,2.48766278320645,100,11.3847202237417,3.3448521694953,34.531361918402,156.797198612825,0.57,0.280507520125,49.211845635965
"Mexico","North America","Americas","Upper middle income","Hyporthodus niphobles","Miscellaneous coastal fishes","Marine","Small-scale",163.05532555,2.456450787,28,12.182057903402,2.11636364933337,100,17.8555116317091,7.21788412886102,26.1408790522884,165.512696365594,0.57,0.2456450787,43.0956278421053
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",83.38087855975,1.34345947499465,33.1666666666667,5.97975350220204,3.43082891090005,100,19.487591678319,6.88651882756144,39.6139926946521,175.398685613635,0.57,0.134345947499465,23.5694644735904
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Miscellaneous freshwater fishes","Inland","Small-scale",5.132,0.767932,33.1666666666667,5.97975350220204,3.43082891090005,100,19.487591678319,6.88651882756144,39.6139926946521,175.398685613635,0.49,0.0767932,15.6720816326531
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous freshwater fishes","Marine","Small-scale",144.6578039975,1.21206827292954,33.1666666666667,5.97975350220204,3.43082891090005,100,19.487591678319,6.88651882756144,39.6139926946521,175.398685613635,0.57,0.121206827292954,21.2643556654306
"Mexico","North America","Americas","Upper middle income","Ictalurus australis","Freshwater catfishes","Inland","Small-scale",609.35491959375,0.936313764320369,0.9,9.05357017133516,2.84912621710384,100,24.9120129744168,13.0472324160028,28.6964984189366,178.558440197795,0.57,0.0936313764320369,16.4265572687784
"Mexico","North America","Americas","Upper middle income","Ictalurus australis","Freshwater catfishes","Marine","Small-scale",192.14486478,1.006494611175,0.9,9.05357017133516,2.84912621710384,100,24.9120129744168,13.0472324160028,28.6964984189366,178.558440197795,0.57,0.1006494611175,17.6578001960526
"Mexico","North America","Americas","Upper middle income","Ictalurus furcatus","Freshwater catfishes","Inland","Small-scale",0.215,1.892951092,55,4.48815619411281,3.66798535850956,100,15.0132516783431,1.77355316350228,53.5325029664287,178.475449360896,0.57,0.1892951092,33.2096682807018
"Mexico","North America","Americas","Upper middle income","Ictalurus furcatus","Freshwater catfishes","Marine","Small-scale",3.88,0.4021570855,55,4.48815619411281,3.66798535850956,100,15.0132516783431,1.77355316350228,53.5325029664287,178.475449360896,0.57,0.04021570855,7.05538746491228
"Mexico","North America","Americas","Upper middle income","Ictalurus punctatus","Freshwater catfishes","Inland","Small-scale",17.516675,2.15487386493239,30.4,4.39753414115816,3.77537515708675,100,18.537510382197,5.8387709031792,36.6129766985908,169.162167282212,0.57,0.215487386493239,37.8048046479367
"Mexico","North America","Americas","Upper middle income","Ictalurus punctatus","Freshwater catfishes","Marine","Small-scale",2.336,1.409334019,30.4,4.39753414115816,3.77537515708675,100,18.537510382197,5.8387709031792,36.6129766985908,169.162167282212,0.57,0.1409334019,24.7251582280702
"Mexico","North America","Americas","Upper middle income","Ictiobus bubalus","Carps, barbels and other cyprinids","Marine","Small-scale",1.284,4.513840564,59.2,3.07525778836367,1.27982018904304,89.132588397823,14.1090087109825,3.54422403618804,68.5777953159922,179.718694438392,0.57,0.4513840564,79.1901853333333
"Maldives","Southern Asia","Asia","Upper middle income","Istiompax indica","Tunas, bonitos, billfishes","Marine","Small-scale",62.6,3.02851412486144,180.1,1.97376091250623,3.15853480511411,100,8.62459946287336,1.39711658252425,22.3926146728242,137.546626435842,0.88,0.302851412486144,34.4149332370618
"Kenya","Eastern Africa","Africa","Lower middle income","Mixed","Tunas, bonitos, billfishes","Marine","Small-scale",287.293581878244,2.39202258383213,154.09,3.01190574859003,4.01073308935913,100,8.99769126070447,0.924040253582965,23.5102266645344,140.454597016771,0.57,0.239202258383213,41.965308488283
"Maldives","Southern Asia","Asia","Upper middle income","Mixed","Tunas, bonitos, billfishes","Marine","Small-scale",467.7,3.02851412486144,154.09,3.01190574859003,4.01073308935913,100,8.99769126070447,0.924040253582965,23.5102266645344,140.454597016771,0.88,0.302851412486144,34.4149332370618
"Mexico","North America","Americas","Upper middle income","Mixed","Tunas, bonitos, billfishes","Marine","Small-scale",17.1821833333333,1.74289651916667,154.09,3.01190574859003,4.01073308935913,100,8.99769126070447,0.924040253582965,23.5102266645344,140.454597016771,0.57,0.174289651916667,30.5771319152047
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Tunas, bonitos, billfishes","Marine","Small-scale",64.848,1.192294,154.09,3.01190574859003,4.01073308935913,100,8.99769126070447,0.924040253582965,23.5102266645344,140.454597016771,0.49,0.1192294,24.3325306122449
"Ghana","Western Africa","Africa","Lower middle income","Istiophorus albicans","Tunas, bonitos, billfishes","Marine","Small-scale",79.744,1.31830572558095,123.4,2.80397643222185,3.76282546566902,100,9.60099798022859,1.40292383363218,23.9233543870251,141.494078098777,0.78,0.131830572558095,16.901355456166
"Mexico","North America","Americas","Upper middle income","Istiophorus albicans","Tunas, bonitos, billfishes","Marine","Small-scale",69.808772025,1.366732902875,123.4,2.80397643222185,3.76282546566902,100,9.60099798022859,1.40292383363218,23.9233543870251,141.494078098777,0.57,0.1366732902875,23.9777702258772
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Istiophorus albicans","Tunas, bonitos, billfishes","Marine","Small-scale",0.3398,13.9255529561053,123.4,2.80397643222185,3.76282546566902,100,9.60099798022859,1.40292383363218,23.9233543870251,141.494078098777,0.94,1.39255529561053,148.144180384099
"Senegal","Western Africa","Africa","Lower middle income","Istiophorus albicans","Tunas, bonitos, billfishes","Marine","Small-scale",194.014,1.37314848000951,123.4,2.80397643222185,3.76282546566902,100,9.60099798022859,1.40292383363218,23.9233543870251,141.494078098777,0.49,0.137314848000951,28.023438367541
"Maldives","Southern Asia","Asia","Upper middle income","Istiophorus platypterus","Tunas, bonitos, billfishes","Marine","Small-scale",47.08,3.02851412486144,142,2.64214855800918,3.69036516706904,100,9.35092589695172,1.31964704022987,23.5437052162581,140.546791878518,0.88,0.302851412486144,34.4149332370618
"Peru","South America","Americas","Upper middle income","Istiophorus platypterus","Tunas, bonitos, billfishes","Marine","Small-scale",30.4,2.03796149665,142,2.64214855800918,3.69036516706904,100,9.35092589695172,1.31964704022987,23.5437052162581,140.546791878518,1.23,0.203796149665,16.568792655691
"Maldives","Southern Asia","Asia","Upper middle income","Mixed","Sharks, rays, chimaeras","Marine","Small-scale",11,1.0788266899,138.866666666667,1.18497387583664,3.18875510039541,100,7.33896935707915,1.80055124513851,35.9695142268138,149.482763805264,0.88,0.10788266899,12.2593942034091
"Mexico","North America","Americas","Upper middle income","Isurus oxyrinchus","Sharks, rays, chimaeras","Marine","Small-scale",400.87749894,0.92567059659062,143.4,1.20412442329344,3.25517396557374,100,7.3087516850992,1.67113494607323,35.9497923750926,149.388977395132,0.57,0.092567059659062,16.2398350279056
"Peru","South America","Americas","Upper middle income","Isurus oxyrinchus","Sharks, rays, chimaeras","Marine","Small-scale",719.4,2.6618520774,143.4,1.20412442329344,3.25517396557374,100,7.3087516850992,1.67113494607323,35.9497923750926,149.388977395132,1.23,0.26618520774,21.6410738
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",43.810819515,1.3162321784,25.4239130434783,8.85008710654578,7.27978995302406,93.9409852542885,26.8401508593186,2.60248047919406,93.3453588528225,232.858852505194,0.57,0.13162321784,23.0917926035088
"Mexico","North America","Americas","Upper middle income","Joturus pichardi","Miscellaneous coastal fishes","Inland","Small-scale",55.288172820875,1.36881238740756,34.6,8.85008710654578,7.27978995302406,93.9409852542885,26.8401508593186,2.60248047919406,93.3453588528225,232.858852505194,0.57,0.136881238740756,24.014252410659
"Mexico","North America","Americas","Upper middle income","Joturus pichardi","Miscellaneous coastal fishes","Marine","Small-scale",10.6525,2.58021696425,34.6,8.85008710654578,7.27978995302406,93.9409852542885,26.8401508593186,2.60248047919406,93.3453588528225,232.858852505194,0.57,0.258021696425,45.2669642850877
"Ghana","Western Africa","Africa","Lower middle income","Kajikia albida","Tunas, bonitos, billfishes","Marine","Small-scale",52.0765,1.58147595587841,141.7,4.32330594243357,5.29292178739184,100,9.79475791937295,0.600792629879726,24.4257672946575,144.437545573736,0.78,0.158147595587841,20.275332767672
"Maldives","Southern Asia","Asia","Upper middle income","Kajikia audax","Tunas, bonitos, billfishes","Marine","Small-scale",17.8,3.02851412486144,140.1,3.23822964190568,4.62423308589653,100,8.92782257954436,0.580292955140379,23.1707234514931,140.54130171398,0.88,0.302851412486144,34.4149332370618
"Peru","South America","Americas","Upper middle income","Kajikia audax","Tunas, bonitos, billfishes","Marine","Small-scale",48.2,2.28573364904999,140.1,3.23822964190568,4.62423308589653,100,8.92782257954436,0.580292955140379,23.1707234514931,140.54130171398,1.23,0.228573364904999,18.5832003987804
"Maldives","Southern Asia","Asia","Upper middle income","Mixed","Tunas, bonitos, billfishes","Marine","Small-scale",89.6666666666667,3.02891787766096,140.1,11.5296442118686,3.24689355599806,100,26.0961322573589,13.4878659099416,30.7930774760979,185.153613411265,0.88,0.302891787766096,34.4195213370563
"Brazil","South America","Americas","Upper middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Small-scale",0.070175,1.215113162,47.5,14.5312334640667,6.7668735202631,100,31.1176385169233,0.793974920733169,42.79395724793,196.003677669916,0.68,0.1215113162,17.8693112058824
"Ghana","Western Africa","Africa","Lower middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Small-scale",8819.67833333333,1.33884588664275,47.5,14.5312334640667,6.7668735202631,100,31.1176385169233,0.793974920733169,42.79395724793,196.003677669916,0.78,0.133884588664275,17.1646908543943
"Maldives","Southern Asia","Asia","Upper middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Small-scale",74358.54,1.50422886996429,47.5,14.5312334640667,6.7668735202631,100,31.1176385169233,0.793974920733169,42.79395724793,196.003677669916,0.88,0.150422886996429,17.0935098859578
"Mexico","North America","Americas","Upper middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Small-scale",375.072434855556,1.23020520241111,47.5,14.5312334640667,6.7668735202631,100,31.1176385169233,0.793974920733169,42.79395724793,392.007355339832,0.57,0.123020520241111,21.5825474107213
"Philippines","South-Eastern Asia","Asia","Lower middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Small-scale",17501.99,1.65835315645378,47.5,14.5312334640667,6.7668735202631,100,31.1176385169233,0.793974920733169,42.79395724793,392.007355339832,0.91,0.165835315645378,18.2236610599317
"Senegal","Western Africa","Africa","Lower middle income","Katsuwonus pelamis","Tunas, bonitos, billfishes","Marine","Small-scale",194.508,0.670475950473167,47.5,14.5312334640667,6.7668735202631,100,31.1176385169233,0.793974920733169,42.79395724793,392.007355339832,0.49,0.0670475950473167,13.6831826627177
"Saint Vincent and the Grenadines","Caribbean","Americas","Upper middle income","Mixed","Tunas, bonitos, billfishes","Marine","Small-scale",86.2,6.33086379188803,79.5666666666667,7.85891910077012,10.7481819392108,100,17.7462940187011,5.76409702849774,44.5901932551627,186.707685342343,0.94,0.633086379188803,67.3496148073195
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Inland","Small-scale",15.2515,0.965374792078224,27.0279069767442,4.28524762370778,2.47706090912786,92.6319004013348,19.551137809501,4.1333325834989,26.6432104938783,149.721889821049,0.57,0.0965374792078224,16.9363998610215
"Mexico","North America","Americas","Upper middle income","Mixed","Miscellaneous coastal fishes","Marine","Small-scale",42.44534525,1.2781069943,27.0279069767442,4.28524762370778,2.47706090912786,92.6319004013348,19.551137809501,4.1333325834989,26.6432104938783,149.721889821049,0.57,0.12781069943,22.4229297245614
"Congo DR","Middle Africa","Africa","Low income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",145.09,2.815,28.9414414414414,15.136452540354,2.68326818225825,100,25.1682125829777,1.47404705934761,23.5553203306487,168.017300695586,0.36,0.2815,78.1944444444444
"Guinea","Western Africa","Africa","Low income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",3637.45466605,0.682405254694101,28.9414414414414,15.136452540354,2.68326818225825,100,25.1682125829777,1.47404705934761,23.5553203306487,168.017300695586,1.11,0.0682405254694101,6.14779508733424
"Kenya","Eastern Africa","Africa","Lower middle income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",606.261809799768,0.996714765372086,28.9414414414414,15.136452540354,2.68326818225825,100,25.1682125829777,1.47404705934761,23.5553203306487,168.017300695586,0.57,0.0996714765372086,17.4862239538962
"Senegal","Western Africa","Africa","Lower middle income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",532.802,1.60519139003791,28.9414414414414,15.136452540354,2.68326818225825,100,25.1682125829777,1.47404705934761,23.5553203306487,168.017300695586,0.49,0.160519139003791,32.7590079599574
"Zambia","Eastern Africa","Africa","Lower middle income","Mixed","Carps, barbels and other cyprinids","Inland","Small-scale",37.3,1.3693595481256,28.9414414414414,15.136452540354,2.68326818225825,100,25.1682125829777,1.47404705934761,23.5553203306487,168.017300695586,0.24,0.13693595481256,57.0566478385667
"Guinea","Western Africa","Africa","Low income","Labeo coubie","Carps, barbels and other cyprinids","Inland","Small-scale",38.60733769,0.559523809525,40.1,15.4394331860387,2.87207066410666,100,26.1820323712439,1.16746067717592,22.2455351389878,167.906532037553,1.11,0.0559523809525,5.04075504076576
"Senegal","Western Africa","Africa","Lower middle income","Labeo coubie","Carps, barbels and other cyprinids","Inland","Small-scale",71.08,1.32745932392996,40.1,15.4394331860387,2.87207066410666,100,26.1820323712439,1.16746067717592,22.2455351389878,167.906532037553,0.49,0.132745932392996,27.0910066108155
